full_name,description,stars,forks,language,url,year,last_updated
moonrunnerkc/swarm_trainer,"SwarmTrainer is a decentralized LLM fine-tuning framework powered by autonomous, role-specific agents. Agents generate, critique, and optimize training data through feedback loops, enabling emergent self-supervision. Features include modular agent logic, curriculum learning, and a full UI dashboard.",0,0,https://github.com/moonrunnerkc/swarm_trainer,2025,Python,2025-09-11T21:25:32+00:00
lovable821/polymarket-ai-trading-bot,"AI-powered autonomous trading agents for Polymarket prediction markets. This framework enables developers to build sophisticated trading bots using state-of-the-art LLMs, RAG (Retrieval-Augmented Generation), and superforecasting methodologies. Built with Python 3.12+, LangChain, FastAPI, and modern development tooling.",0,0,https://github.com/lovable821/polymarket-ai-trading-bot,2025,Python,2025-11-13T15:57:48+00:00
KindaSpoony/Codex18,"Codex18 is the next evolution of the Codex lineage — an ethics-anchored, and recursively integrative framework for LLM systems. It inherits the memory braid, protector architecture, and oath-verified handshake protocols from Codex17, while introducing enhanced modularity, quantum-tier safeguards, and autonomous symbolic containment logic.",0,0,https://github.com/KindaSpoony/Codex18,2025,Python,2025-06-03T01:50:51+00:00
veritasfuji-japan/veritas_os,"VERITAS OS is a Proto-AGI framework that treats LLMs as a safe, consistent, and auditable decision-making OS. A single /v1/decide call executes a full deterministic pipeline: Evidence → Critique → Debate → Planner → ValueCore → FUJI → TrustLog. Designed for AGI research, AI safety, and self-improving autonomous agents.",1,0,https://github.com/veritasfuji-japan/veritas_os,2025,Python,2025-11-27T12:11:53+00:00
Achuth07/Agentic-Threat-Hunter,"An open-source project to build an autonomous AI agent for proactive cybersecurity threat hunting. This agent leverages local LLMs via Ollama and the LangGraph framework to intelligently query security platforms like Splunk, automating the process of learning about and hunting for threats with minimal human intervention.",0,1,https://github.com/Achuth07/Agentic-Threat-Hunter,2025,Python,2025-11-26T00:10:33+00:00
Ricky-7-Yan/AutoDS-V1.0,"LLM-powered autonomous decision-making agent Based on the DeepSeek-V3 model, the task steps are automatically planned, and appropriate tools are selected to execute the task, including web search, data acquisition, visualization, and code execution, and the agent logic is managed by the LangChain framework.",1,0,https://github.com/Ricky-7-Yan/AutoDS-V1.0,2025,Python,2025-09-01T13:01:02+00:00
iki-cpu/agent-framework,"🤖 Build and deploy AI agents effortlessly with Microsoft’s multi-language framework for .NET and Python, supporting simple chats to complex workflows.",0,0,https://github.com/iki-cpu/agent-framework,2025,Python,2025-11-28T08:06:02+00:00
youssefak33/calibration-client-ai-agent,"This project aims to develop an intelligent conversational agent for the company Trescal, using LLMs and the LangChain framework. The goal is to deploy a chatbot capable of initially responding autonomously and accurately to customer questions on the Trescal website and interacting with the CRM for personalised processing.",0,0,https://github.com/youssefak33/calibration-client-ai-agent,2025,Python,2025-08-27T17:11:50+00:00
Deepanshu4284/langchain-csv-agent,"This project implements an autonomous agent using LangChain's ReAct framework and a locally-run Ollama LLM. The agent is equipped with a Python REPL tool, allowing it to perform data analysis on a provided CSV file by writing and executing its own code in response to user prompts.",1,0,https://github.com/Deepanshu4284/langchain-csv-agent,2025,Python,2025-10-17T14:02:00+00:00
KhaledYaish0/debate-crew,"Debate Crew is a multi-agent debate framework built with CrewAI. Two debater agents argue for and against a motion, while a judge agent evaluates their reasoning and declares the winner — all autonomously. The project demonstrates how Agentic AI workflows and LLM orchestration can simulate structured argumentation, reasoning, and decision-making.",0,0,https://github.com/KhaledYaish0/debate-crew,2025,Python,2025-10-23T12:04:27+00:00
CinemaCrayne/yggdrasil-ai,"🌳 Yggdrasil AI: Summary Yggdrasil is a modular autonomous memory and reasoning framework designed to extend large language models (LLMs) like GPT with long-term, structured, and introspective memory.  It blends embeddings, vector search, and reflection loops to form an evolving tree of knowledge — much like the mythic tree it's named after.",1,0,https://github.com/CinemaCrayne/yggdrasil-ai,2025,Python,2025-07-22T22:56:01+00:00
Macusuweru/agent,"This script creates a semi-autonomous LLM agent which can perform a variety of tasks for you, such as reading and writing files. It contains a novel framework to allow for consistent tool usage over long conversations. It was designed to be copy/pasted as a single file and then immediately put to use. ",0,0,https://github.com/Macusuweru/agent,2025,Python,2025-04-10T02:00:26+00:00
miniverse-ai/miniverse,LLM framework for building multi-agent simulations,6,3,https://github.com/miniverse-ai/miniverse,2025,Python,2025-10-28T16:43:25+00:00
Multi-Agent-LLMs/mallm,Framework: Multi-Agent LLMs For Conversational Task-Solving (MALLM),45,1,https://github.com/Multi-Agent-LLMs/mallm,2025,Python,2025-11-18T22:00:58+00:00
tegridydev/multi-agent-secops-llm,This project is a multi-agent security framework that utilizes multiple LLM models to analyze and generate comprehensive security briefs.,7,0,https://github.com/tegridydev/multi-agent-secops-llm,2024,Python,2024-05-17T02:22:51+00:00
znreza/multi-agent-LLM-eval-for-debate,A Psychometric Framework for Multi-Agent LLM Evaluation in a Debate Setting,8,1,https://github.com/znreza/multi-agent-LLM-eval-for-debate,2025,Python,2025-10-03T01:26:54+00:00
zizaijiyigong/OptDisPro,code repository for the paper-OptDisPro: LLM-based Multi-agent Framework for Flexibly Adapting Heuristic Optimal DisFlow,10,2,https://github.com/zizaijiyigong/OptDisPro,2025,Python,2025-11-13T07:52:41+00:00
AshishKumar4/Orion,A Multi-agent LLM orchestration framework,5,0,https://github.com/AshishKumar4/Orion,2025,Python,2025-02-17T18:10:52+00:00
jinsong8/FinRpt,"[AAAI 2026] The offical implementation of paper ""FinRpt: Dataset, Evaluation System and LLM-based Multi-agent Framework for Equity Research Report Generation""",13,2,https://github.com/jinsong8/FinRpt,2025,Python,2025-11-13T13:15:40+00:00
andresgr96/MinionsLLM,Task-adaptive Framework for the Control of Multi-Agent Systems Through Natural Language,6,0,https://github.com/andresgr96/MinionsLLM,2025,Python,2025-08-14T11:22:01+00:00
arkeodev/multi-agent-system-framework,"A modular multi-agent system framework leveraging Streamlit and Langgraph to coordinate complex tasks through a dynamically configurable, user-friendly interface.",6,2,https://github.com/arkeodev/multi-agent-system-framework,2024,Python,2024-08-31T19:45:19+00:00
yx-fan/multi-agent-orchestration-framework,Modular multi-agent orchestration framework powered by LangGraph and FastAPI.,8,1,https://github.com/yx-fan/multi-agent-orchestration-framework,2025,Python,2025-11-10T01:08:35+00:00
RouteWorks/RouterArena,"RouterArena: An open framework for evaluating LLM routers with standardized datasets, metrics, an automated framework, and a live leaderboard.",43,2,https://github.com/RouteWorks/RouterArena,2025,Python,2025-11-28T09:08:13+00:00
Cocongas/LLM-MultiAgent-Healthcare-Framework,"""A conceptual framework for orchestrating LLM multi-agent workflows in healthcare using the Swarm framework.""",2,0,https://github.com/Cocongas/LLM-MultiAgent-Healthcare-Framework,2024,Python,2024-11-22T19:34:14+00:00
oufei23/LLM-Based-Multi-Agent-Framework-in-EV-Charging,LLM-Based Multi Agent Framework in EV Charging,4,0,https://github.com/oufei23/LLM-Based-Multi-Agent-Framework-in-EV-Charging,2025,Python,2025-06-07T11:18:05+00:00
xemj9/MultiAgent-Flow,A powerful multi-agent framework optimized for Chinese scenarios and Baidu ecosystem integration,3,0,https://github.com/xemj9/MultiAgent-Flow,2025,Python,2025-09-30T07:49:04+00:00
zoe-yyx/AgentNet,"[NIPS2025] A decentralized, RAG-enhanced multi-agent framework for LLMs with dynamic task routing and agent evolution.",17,1,https://github.com/zoe-yyx/AgentNet,2025,Python,2025-10-02T14:04:56+00:00
vansh-121/Multi-Agent-AI-Finance-Assistant,The Multi-Agent AI Finance Assistant is an open-source platform designed to provide intelligent financial analysis and decision-making support using a multi-agent AI framework. Leveraging large language models (LLMs) and advanced financial algorithms.,6,0,https://github.com/vansh-121/Multi-Agent-AI-Finance-Assistant,2025,Python,2025-11-23T08:09:52+00:00
firstsnowcg/SwarmPentest,"SwarmPentest: World's first open-source multi-agent automated penetration testing framework featuring a blackboard system and plug-in architecture for third-party agent integration, designed for LLM-support.",7,3,https://github.com/firstsnowcg/SwarmPentest,2025,Python,2025-07-05T02:35:12+00:00
UCD-LLM/UCD-LLM,A Use Case Diagram Requirement Modeling Multi-Agent Framework with Large Language Model,3,0,https://github.com/UCD-LLM/UCD-LLM,2025,Python,2025-08-24T15:16:01+00:00
flux0-ai/flux0,"A powerful framework for deploying AI agents with multi-agent support, session management, event streaming, and LLM-agnostic integration.",11,0,https://github.com/flux0-ai/flux0,2025,Python,2025-09-09T06:59:05+00:00
adibgpt/MatAgent,A physics-aware multi-agent LLM framework for accelerating the material science discovery and optimization,7,0,https://github.com/adibgpt/MatAgent,2025,Python,2025-02-04T03:44:52+00:00
aicell-lab/schema-agents,A schema-based LLM framework for building multi-agent collaborative systems.,4,0,https://github.com/aicell-lab/schema-agents,2025,Python,2025-09-05T22:47:38+00:00
aialt/PillagerBench,(PillagerBench CoG 2025) A Competitive Minecraft Multi-Agent Framework,4,0,https://github.com/aialt/PillagerBench,2025,Python,2025-09-09T09:40:55+00:00
21spl/uni-admission-ai,"An AI-powered multi-agent framework to automate university admissions. This system uses LLMs, intelligent agents, document parsing, and dynamic query handling to shortlist applicants, process student submissions, and respond to queries — all without human intervention.",4,4,https://github.com/21spl/uni-admission-ai,2025,Python,2025-04-15T07:51:31+00:00
YashArora0606/MultiAgentLLM,A framework for multi-agent cooperative large language models.,1,1,https://github.com/YashArora0606/MultiAgentLLM,2024,Python,2024-03-08T19:39:20+00:00
ot2net/agi-mcp-agent,"A modular AGI agent framework based on MCP (Multi-Context Processing), inspired by Manus, with ChatGPT-style LLM integration and task control.",8,2,https://github.com/ot2net/agi-mcp-agent,2025,Python,2025-06-04T08:07:05+00:00
prabhjots664/MicroAgents,A lightweight LLM orchestration framework for building Multi-Agent AI systems,3,0,https://github.com/prabhjots664/MicroAgents,2025,Python,2025-06-14T06:20:01+00:00
ai-twinkle/TwinRAD,This repository implements a multi-agent red teaming framework designed to test the safety and robustness of large language models (LLMs). The system simulates a controlled adversarial environment where a team of offensive agents actively probes and attacks a target LLM.,6,2,https://github.com/ai-twinkle/TwinRAD,2025,Python,2025-10-15T15:00:45+00:00
SJ9VRF/Interactive-LLM-Agent,"A Conversational Multi-Agent Framework enabling agents powered by LLMs, tools, or humans to collaborate in real-time, automating task execution through dynamic, multi-agent dialogue and tool integration.",2,0,https://github.com/SJ9VRF/Interactive-LLM-Agent,2024,Python,2024-10-07T09:20:51+00:00
microsoft/StepFly,"An agentic troubleshooting guide (TSG) automation framework for intelligent incident diagnosis. Automates troubleshooting procedures using multi-agent LLM coordination with DAG-based workflows, enabling efficient and systematic incident resolution.",5,2,https://github.com/microsoft/StepFly,2025,Python,2025-11-25T09:36:25+00:00
worktif/llm_framework,Experimental framework for validating the L-function in Large Language Models across Multi-Agent Systems.,2,0,https://github.com/worktif/llm_framework,2025,Python,2025-05-02T06:07:11+00:00
anonymAgent/RefAgent,Multi-agent LLM-based Framework for automatic software refactoring,2,0,https://github.com/anonymAgent/RefAgent,2025,Python,2025-07-19T11:47:06+00:00
n0rthin/mycelium,A framework for creating multi-agent LLM-based systems,2,0,https://github.com/n0rthin/mycelium,2024,Python,2024-01-02T18:22:49+00:00
zen-apps/openai_agents_demo,"Multi-agent AI demo using OpenAI's Agents Framework. Features collaborative agents, web search tools, sentiment evaluation, and FastAPI endpoints with structured outputs.",2,6,https://github.com/zen-apps/openai_agents_demo,2025,Python,2025-10-19T12:41:12+00:00
markywy/Smart-LLMs, Multi-Agent and Multilingual Framework for Personalized Risk Simulation and Assessment in Large Language Model Applications,2,0,https://github.com/markywy/Smart-LLMs,2024,Python,2024-09-12T12:06:55+00:00
lkk688/llm-multimem-agent,An open framework for building multimodal memory-augmented LLM systems and AI agents,0,0,https://github.com/lkk688/llm-multimem-agent,2025,Python,2025-08-25T16:32:22+00:00
CorpaciLC/multi-agent-llm-dashboard,"A framework for running experiments with multiple LLMs collaboratively solving complex problems under different communication patterns, powered by OpenRouter for unified API access.",0,0,https://github.com/CorpaciLC/multi-agent-llm-dashboard,2025,Python,2025-06-09T18:50:19+00:00
zbushby/Multi-Agent-Framework-LLM,🤖 Creating a Data Analytics company with all the employees as LLMs using Autogen,0,0,https://github.com/zbushby/Multi-Agent-Framework-LLM,2024,Python,2024-03-30T16:58:56+00:00
IMNMV/Multi-Agent-LLM-System,Framework to deploy Agentic Classification Systems,0,0,https://github.com/IMNMV/Multi-Agent-LLM-System,2025,Python,2025-09-19T20:19:07+00:00
abbottyanginchina/LLM-Multi-Agent-System,A framework for LLM-based Multi-Agent Systems,1,0,https://github.com/abbottyanginchina/LLM-Multi-Agent-System,2025,Python,2025-08-27T20:05:45+00:00
sakthips12/Multi-agent-LLM-framework,,0,0,https://github.com/sakthips12/Multi-agent-LLM-framework,2025,Python,2025-09-19T16:35:38+00:00
abhijeetbhargava1718-source/Multi-Agent-Stock-Analyst-,"TradingAgents is a multi-agent trading framework that mirrors the dynamics of real-world trading firms. By deploying specialized LLM-powered agents: from fundamental analysts, sentiment experts, and technical analysts, to trader, risk management team, the platform collaboratively evaluates market conditions and informs trading decisions. ",2,0,https://github.com/abhijeetbhargava1718-source/Multi-Agent-Stock-Analyst-,2025,Python,2025-11-20T18:36:45+00:00
jspv/mchat,"A chat framework for interacting with LLMs, supports changing models, multi-agent, image generation, tools",3,0,https://github.com/jspv/mchat,2025,Python,2025-06-06T21:37:15+00:00
A-Raghav/Multi-Agent-LLM-Research-Assistant,Multi-Agent LLM Framework for a research assistant for PhD scholars,1,0,https://github.com/A-Raghav/Multi-Agent-LLM-Research-Assistant,2024,Python,2024-07-12T11:13:42+00:00
trishcho/Google-Agent-Development-MultiAgent,"This repository contains End to End Projects using  Google's Agent Development Kit (ADK), a powerful framework for building LLM-powered agents.",0,0,https://github.com/trishcho/Google-Agent-Development-MultiAgent,2025,Python,2025-08-18T23:04:08+00:00
ideal-wang/LLM_EWF,a multi-agent framework for disaster early warning,0,0,https://github.com/ideal-wang/LLM_EWF,2025,Python,2025-09-23T05:51:07+00:00
edu010101/adk-extra-services,"A Python package providing additional service implementations for the Google ADK framework (S3, Redis, MongoDB, Azure, etc)",11,3,https://github.com/edu010101/adk-extra-services,2025,Python,2025-10-22T18:10:25+00:00
Premji-Invest-Labs/am1,"AM1 – A personalized web application for conducting DeepResearch with any Multi-Agent Framework and LLM, designed to run seamlessly on production servers or your local machine.",8,1,https://github.com/Premji-Invest-Labs/am1,2025,Python,2025-05-02T08:20:31+00:00
happydasch/llm_advisory,"Modular framework for building topic-specific advisors powered by large language models, using LangChain, LangGraph, and Pydantic.",4,1,https://github.com/happydasch/llm_advisory,2025,Python,2025-06-25T10:04:14+00:00
jimyungkoh/Asset-Team-Hikari,Multi-Agents LLM Financial Trading Framework,0,0,https://github.com/jimyungkoh/Asset-Team-Hikari,2025,Python,2025-11-10T13:54:36+00:00
jeffscottward/TradingAgents,Multi-Agents LLM Financial Trading Framework,0,0,https://github.com/jeffscottward/TradingAgents,2025,Python,2025-07-15T21:11:33+00:00
MithunPranavaR/AI-MultiAgent-Finance,"A powerful multi-agent LLM system for real-time financial data analysis and web search, built using Phi’s agent framework and Groq’s LLaMA 3.3 model. Integrates YFinance and DuckDuckGo tools for fetching stock prices, analyst recommendations, fundamentals, and live news. Supports markdown-based tabular output and custom function calling",0,0,https://github.com/MithunPranavaR/AI-MultiAgent-Finance,2025,Python,2025-01-02T09:07:32+00:00
houqiii/IoT-Brain,A multi-agent framework that translates natural language into verifiable sensor scheduling plans for large-scale IoT environments.,3,0,https://github.com/houqiii/IoT-Brain,2025,Python,2025-11-14T16:25:02+00:00
jedward225/KPMG-KDN-AI-multi-agent-dynamic-bidding,"Multi-Agent AI-Powered Bidding & Negotiation System A LangChain-powered multi-agent bidding and negotiation framework using LLMs (GPT-4), NumPy, Seaborn, and Pandas. Features dynamic market thresholding, automated contract bidding, negotiation strategies, and real-time analytics with CI/CD integration via GitHub Actions.",2,0,https://github.com/jedward225/KPMG-KDN-AI-multi-agent-dynamic-bidding,2025,,2025-02-20T06:48:37+00:00
GlyphyAI/liteswarm,Lightweight Agent Framework for building AI apps with any LLM,5,0,https://github.com/GlyphyAI/liteswarm,2025,Python,2025-01-21T22:02:38+00:00
jonnagel/ma_llm, Multi-Agent LLM Framework for Bias Mitigation & Decision Risk Reduction,0,0,https://github.com/jonnagel/ma_llm,2025,Python,2025-06-10T17:59:10+00:00
iptracej-education/multi-agent-coding-loop,A lightweight agent orchestration framework to enhance code development using multiple LLMs ,0,0,https://github.com/iptracej-education/multi-agent-coding-loop,2025,Python,2025-06-22T19:41:56+00:00
lsq2wal/CellAgent,"LLM-Driven Multi-Agent Framework for Automated scRNA-Seq Data Analysis:The LLM-driven multi-agent framework for single-cell RNA sequencing (scRNA-seq) data analysis is designed to automate tasks by breaking down the work into smaller, manageable components. The system is composed of three primary roles: the Planner, the Executor, and the Evaluator.",6,0,https://github.com/lsq2wal/CellAgent,2024,Python,2024-10-21T03:21:46+00:00
swarm-workflows/swarm-agents-llms,LLM powered multi-agent simulation framework for resource management system,1,1,https://github.com/swarm-workflows/swarm-agents-llms,2025,Python,2025-01-21T17:26:19+00:00
career091101/TA9,TradingAgents Multi-Agent LLM Financial Trading Framework,0,0,https://github.com/career091101/TA9,2025,Python,2025-08-13T12:32:07+00:00
AIByDave/TradingAgents,TradingAgents: Multi-Agents LLM Financial Trading Framework,0,0,https://github.com/AIByDave/TradingAgents,2025,,2025-07-03T14:15:39+00:00
xi-guan/TradingAgents,TradingAgents: Multi-Agents LLM Financial Trading Framework,1,0,https://github.com/xi-guan/TradingAgents,2025,Python,2025-11-19T21:28:17+00:00
johnnyduo/TradingAgents,TradingAgents: Multi-Agents LLM Financial Trading Framework,0,0,https://github.com/johnnyduo/TradingAgents,2025,,2025-11-13T16:01:50+00:00
sunmh207/swarm-x,A lightweight multi-agent orchestration framework that forks the code of the swarm project and adds support for multiple LLM vendors.,4,1,https://github.com/sunmh207/swarm-x,2024,Python,2024-10-21T00:40:44+00:00
rushilpunu/Traderattempt8,TradingAgents: Multi-Agents LLM Financial Trading Framework,0,0,https://github.com/rushilpunu/Traderattempt8,2025,Python,2025-10-24T14:29:09+00:00
rushilpunu/TradingAgents-Custom,TradingAgents: Multi-Agents LLM Financial Trading Framework,0,0,https://github.com/rushilpunu/TradingAgents-Custom,2025,Python,2025-10-15T01:53:48+00:00
JJongyn/QA_Agent,Multi Agent LLM framework for QA Engineer,1,0,https://github.com/JJongyn/QA_Agent,2025,Python,2025-04-03T14:12:38+00:00
Shutulee/TradingAgents,TradingAgents: Multi-Agents LLM Financial Trading Framework,0,0,https://github.com/Shutulee/TradingAgents,2025,,2025-10-09T07:34:10+00:00
ADIITJ/multi-agent-traffic-coordination,"Multi-Agent Traffic Coordination System using AutoGen framework with LLM integration (Gemini, OpenRouter, Ollama)",0,0,https://github.com/ADIITJ/multi-agent-traffic-coordination,2025,Python,2025-11-02T05:51:02+00:00
lionsess/TradingAgents,TradingAgents: Multi-Agents LLM Financial Trading Framework,0,0,https://github.com/lionsess/TradingAgents,2025,,2025-07-08T04:29:43+00:00
RutaBinkyte/Interactional-Fairness-LLM-MAS,Interactional Fairness in LLM Multi-Agent Systems: An Evaluation Framework,1,0,https://github.com/RutaBinkyte/Interactional-Fairness-LLM-MAS,2025,Python,2025-08-11T15:10:01+00:00
Tobaisfire/MedicalLLM-webapp,"MedicLLM is an AI-powered assistant designed to support psychiatric diagnosis and treatment planning. The system is built around an argumentative multi-agent framework, where each agent specializes in tasks ",2,1,https://github.com/Tobaisfire/MedicalLLM-webapp,2025,Python,2025-07-07T17:50:35+00:00
hamza-0987/multi-agent-system,"Multi-Agent System with AutoGen Studio, Groq LLM, and MCP Integration - A sophisticated multi-agent framework with external tool connectivity",1,0,https://github.com/hamza-0987/multi-agent-system,2025,Python,2025-07-04T11:22:08+00:00
Shyamkadiwar/Notion-Multi-Agent-MCP,"Multi-AI agent framework with MCP for automating Notion workflows using LangGraph. Built for extensibility, reliability, and intelligent orchestration via specialized agents and a central supervisor, featuring robust API handling and modular design for dynamic task execution.",0,0,https://github.com/Shyamkadiwar/Notion-Multi-Agent-MCP,2025,Python,2025-10-09T18:02:19+00:00
baljindersingh/multi-agent-autogen,"Repo with my hands-on work with Agentic AI using the AutoGen framework, Ollama for local LLMs, and ChromaDB for RAG.",1,0,https://github.com/baljindersingh/multi-agent-autogen,2025,Python,2025-09-17T16:42:24+00:00
EbadAhmed1/ai-agent-frameworks,"Project repository featuring multi-agent systems, LLM workflows, and AI automation using CrewAI, LangGraph, AutoGen, OpenAI SDK, and MCP",3,0,https://github.com/EbadAhmed1/ai-agent-frameworks,2025,Python,2025-10-02T20:30:49+00:00
MuhammadMuazzain/Langgraph-multi-agent,"This repo illustrates how to build both single-agent and multi-agent systems using LangGraph, a framework for orchestrating stateful LLM workflows.",0,0,https://github.com/MuhammadMuazzain/Langgraph-multi-agent,2025,Python,2025-08-19T15:10:46+00:00
jameswdelancey/gpt_agents.py,"A minimal, hackable Python framework for orchestrating multi-agent LLM workflows with tools, validation, and human-in-the-loop controls—all implemented in a single core module: gpt_agents_py/gpt_agents.py.",11,0,https://github.com/jameswdelancey/gpt_agents.py,2025,Python,2025-10-20T02:53:32+00:00
OpenRL-Lab/ChatAgent,A Python-based agent framework for large language models.,13,1,https://github.com/OpenRL-Lab/ChatAgent,2024,Python,2024-03-20T02:00:21+00:00
LiteObject/multi-agent-research,"A multi-agent research framework leveraging LLMs to explore collaborative AI systems. Features modular agent architectures, task decomposition, and tools for studying emergent behaviors in dynamic environments. Ideal for experimenting with advanced multi-agent interactions and workflows.",0,0,https://github.com/LiteObject/multi-agent-research,2025,Python,2025-11-24T22:56:44+00:00
renswickd/LLMOps-for-agentic-ai,"LLMOps: A production-ready platform for building, deploying, and managing customizable multi-agent AI chatbots. The system leverages modern LLMs, agent frameworks, and search tools to provide interactive, context-aware conversations.",2,0,https://github.com/renswickd/LLMOps-for-agentic-ai,2025,Python,2025-08-05T10:35:36+00:00
AI4Wings/sleepyTesting,A LLM driven UI testing framework. Using multi-agent to plan and execute mobile UI tasks.,2,1,https://github.com/AI4Wings/sleepyTesting,2025,Python,2025-01-09T04:08:20+00:00
juanje/no-ai-multi-agent,"An example of a multi-agent chatbot with LangGraph, but with no LLM calls. Just to understant the framework and the arqhitecture.",0,0,https://github.com/juanje/no-ai-multi-agent,2025,Python,2025-09-06T01:27:04+00:00
jasonzliang/rome,A simple multi-agent LLM framework for generating code,0,0,https://github.com/jasonzliang/rome,2025,Python,2025-11-28T06:43:35+00:00
alvco/Founding_Fathers_AI,Multi-agent LLM architecture research implementing GIS search framework,0,1,https://github.com/alvco/Founding_Fathers_AI,2025,Python,2025-11-13T18:52:26+00:00
AdamyaSingh7/Agent_Graph,LangGraph-based multi-agent LLM framework with Ollama integration,0,0,https://github.com/AdamyaSingh7/Agent_Graph,2025,Python,2025-07-09T17:06:11+00:00
PeterSardino/llm-multiagent-sim,"Scalable LLM-based multi-agent simulation framework with environments, agent logic, scheduling, and frontend hooks.",0,0,https://github.com/PeterSardino/llm-multiagent-sim,2025,Python,2025-08-07T19:31:37+00:00
jasmijack/multi-agent-starter,"A minimal multi-agent framework for LLMs - plug in your favorite model (OpenAI, Anthropic, Azure, or local) and prototype collaborative AI systems fast. Includes agent orchestration, shared memory, adapters, and sample tools like web search and file reading.",0,0,https://github.com/jasmijack/multi-agent-starter,2025,Python,2025-10-15T23:50:24+00:00
maizytt/TRAVELPLANNINGSUPPORTCHATBOT-MULTI-AGENTSSYSTEMWITHLANGGRAPH," The chatbot system integrates multiple LLM agents (Accommodation, Transport, Events, Tourist Places,  Food, etc.) using ReAct Agents with web search tools and heuristic algorithms to optimize routes. It collab orates to suggest and customize trip plans, implemented with LangGraph from the LangChain framework.",0,0,https://github.com/maizytt/TRAVELPLANNINGSUPPORTCHATBOT-MULTI-AGENTSSYSTEMWITHLANGGRAPH,2025,Python,2025-03-25T15:59:49+00:00
Luckyluuuc/multi-agent-langgraph-xp,"hands-on experiments with multi-agent LLM systems using LangGraph, exploring diverse architectures such as supervisor and swarm models. Integrated tools and memory components to investigate coordination, autonomy, and the emerging behaviors of agent-based frameworks.",0,0,https://github.com/Luckyluuuc/multi-agent-langgraph-xp,2025,Python,2025-06-09T09:11:07+00:00
Sid7on1/clinical_note_generation_llm_evaluation_framework,AI-Generated Project: Clinical_Note_Generation_LLM_Evaluation_Framework - Created by WATCHDOG Multi-Agent System,0,0,https://github.com/Sid7on1/clinical_note_generation_llm_evaluation_framework,2025,Python,2025-09-06T21:42:56+00:00
Nexis-AI/Multi-Agent-LLM-Trading-Framework-for-Decentralized-Finance-The-Nex-t1-System,Multi-Agent LLM Trading Framework for Decentralized Finance created by Nexis Labs for the Nexis Network community.,0,0,https://github.com/Nexis-AI/Multi-Agent-LLM-Trading-Framework-for-Decentralized-Finance-The-Nex-t1-System,2025,Python,2025-09-12T17:26:04+00:00
park-sangeun/Multi-2-LLM-Agent,Multi^2: A Multi-agent LLM Framework for Hierarchical Multi-turn Decision-making with Offline Reinforcement Learning,0,0,https://github.com/park-sangeun/Multi-2-LLM-Agent,2025,Python,2025-10-28T06:18:40+00:00
mruderman/subjective-priority-driven-swarm,🤖 Multi-agent conversation system with real LLM-based assessment and four dynamic conversation modes. Built on Letta framework.,2,0,https://github.com/mruderman/subjective-priority-driven-swarm,2025,Python,2025-10-18T07:28:11+00:00
tianshuai-gao/E6895-AIM,Adaptive Intelligent Medical Multi-Agents: a dynamic multi-agent LLM framework simulating clinical MDT workflows for medical decision-making,0,0,https://github.com/tianshuai-gao/E6895-AIM,2025,Python,2025-05-12T16:34:04+00:00
thdev01/agentflow,A developer-first multi-agent framework for building LLM-powered applications,0,0,https://github.com/thdev01/agentflow,2025,Python,2025-10-05T19:04:00+00:00
HimanshuBaurai/NexusAI-Multi-Agent-Intelligence-Hub,NexusAI is a comprehensive multi-agent intelligence platform that leverages the power of LLMs (Large Language Models) through Agno's multi-agent framework and LangChain to provide intelligent responses across multiple domains.,0,0,https://github.com/HimanshuBaurai/NexusAI-Multi-Agent-Intelligence-Hub,2025,Python,2025-05-04T07:40:43+00:00
12012004IG/Agentic-ICU-Decision-Support-A-Multi-Agent-LLM-Framework-for-Real-Time-Critical-Care,,0,0,https://github.com/12012004IG/Agentic-ICU-Decision-Support-A-Multi-Agent-LLM-Framework-for-Real-Time-Critical-Care,2025,Python,2025-08-26T09:15:30+00:00
AnirbanMajumder/aco-multi-agent-ai-system,"This repo is an extended conceptual blueprint for building Adaptive Cognitive Orchestration (ACO) multi-agent systems. This version demonstrates how to integrate actual Large Language Model (LLM) API calls, robust knowledge base features, and hints at more sophisticated error handling within the ACO framework.",1,0,https://github.com/AnirbanMajumder/aco-multi-agent-ai-system,2025,Python,2025-09-02T04:11:13+00:00
rpsene/local-llms-debate,"A modular Python framework for simulating multi-agent AI debates using Ollama, with dynamic personas, semantic agreement detection, and automated moderation.",0,0,https://github.com/rpsene/local-llms-debate,2025,Python,2025-07-25T13:54:43+00:00
maksanm/LLM-decision-making,Developing a decision support system based on DeLLMa framework and multi-agent large language models (LLMs) for enhanced decision-making under uncertainty.,0,0,https://github.com/maksanm/LLM-decision-making,2025,Python,2025-06-03T11:14:28+00:00
Chiyang77/smart-deal-hunter,Multi-Agent Price Intelligence System with Sentiment Analysis - Enhanced LLM Engineering Framework,0,0,https://github.com/Chiyang77/smart-deal-hunter,2025,Python,2025-06-20T04:31:40+00:00
Nagim123/Multiagent-Web-Search-Search-Swarm,Search Swarm - multi-agent LLM framework for searching products in e-Commerce,0,0,https://github.com/Nagim123/Multiagent-Web-Search-Search-Swarm,2025,Python,2025-01-22T17:09:48+00:00
frankdeceptions369/vera-safety-framework,"Multi-agent evaluation framework for testing LLM truthfulness, consistency, and failure modes",0,0,https://github.com/frankdeceptions369/vera-safety-framework,2025,Python,2025-08-28T22:43:28+00:00
